paper131 (1).jpg,1
paper-27-0-00-00.93.png,1
plastik413.jpg,2
can-14-0-00-07.32.png,0
plastic-7-0-00-04.05.png,1
Can_000113.PNG,0
frame_000649.PNG,0
plastic-7-0-00-07.07.png,2
paper-14-0-00-00.54.png,1
plastic-7-0-00-04.73.png,1
plastic-7-0-00-14.70.png,1
paper-15-0-00-08.52.png,1
Can0-00-02.30.PNG,0
paper-15-0-00-04.20.png,1
paper-12-0-00-17.32.png,1
can-22-0-00-02.62.png,0
plastik25.jpg,2
can_22 42 56248.PNG,0
plastic_20 31 45177.PNG,2
paper-29-0-00-00.22 (312).png,1
plastic-12-0-00-11.21.png,2
can-18-0-00-01.05.png,0
plastic-12-0-00-10.93.png,2
plastic-24-0-00-11.86.png,2
frame_000808.PNG,1
can-17-0-00-02.14.png,0
plastic-16-0-00-23.64.png,2
plastic_22 37 4985.PNG,2
frame_000111.PNG,0
can-19-0-00-13.13.png,0
can_22 44 2279.PNG,0
plastic-8-0-00-04.95.png,2
can-24-0-00-10.96.png,0
plastic-13-0-00-00.97.png,2
plastic_20 31 44136.PNG,2
can-19-0-00-11.20.png,0
frame_000639.PNG,0
can-19-0-00-01.23.png,0
plastik107.jpg,2
paper-15-0-00-15.100.png,1
paper-15-0-00-13.40.png,1
can-15-0-00-00.53.png,0
paper_22 40 4873.PNG,1
can_22 44 28298.PNG,0
can-19-0-00-18.08.png,0
plastic-13-0-00-09.34.png,2
plastic-14-0-00-06.90.png,2
paper-18-0-00-10.78.png,1
can-15-0-00-01.50.png,0
plastic-7-0-00-10.33.png,1
frame0-00-03.37.jpg,1
Plastic452.jpg,2
can-14-0-00-05.42.png,0
paper-19-0-00-13.20.png,1
plastic-11-0-00-00.30.png,2
paper-28-0-00-07.58.png,1
paper-15-0-00-11.17.png,1
paper_08 11 57247.PNG,1
can-18-0-00-01.87.png,0
plastic_20 32 041031.PNG,2
plastic-14-0-00-12.53.png,2
can-17-0-00-12.95.png,0
can-14-0-00-08.65.png,0
can-23-0-00-01.41.png,0
paper_20 20 26283.PNG,1
frame_000324.PNG,0
paper-15-0-00-11.98.png,1
can-19-0-00-20.22.png,0
plastic_20 32 03996.PNG,2
Paper555.jpg,1
plastic_20 31 53534.PNG,2
paper-15-0-00-00.63.png,1
paper-27-0-00-19.64.png,1
can-17-0-00-01.37.png,0
plastic-14-0-00-04.83.png,2
can-19-0-00-12.59.png,0
can-18-0-00-07.01.png,0
can-19-0-00-00.29.png,0
plastic-12-0-00-00.87.png,2
plastic-16-0-00-06.37.png,2
can-24-0-00-03.64.png,0
paper-15-0-00-10.22.png,1
Plastic465.jpg,2
paper-15-0-00-02.60.png,1
plastic-9-0-00-18.69.png,2
Paper-7-0-00-07.27.png,1
frame0-00-00.60.jpg,0
can-14-0-00-00.67.png,0
plastic-14-0-00-12.01.png,2
paper-29-0-00-00.22 (263).png,1
paper-13-0-00-02.33.png,1
can-18-0-00-08.51.png,0
can-23-0-00-16.37.png,0
plastik213.jpg,2
plastic-9-0-00-08.61.png,2
plastic-22-0-00-12.23.png,2
plastic-6-0-00-16.29.png,2
can129.jpg,0
plastic-6-0-00-18.32.png,2
plastic-24-0-00-05.91.png,2
frame_000686.PNG,0
plastic-7-0-00-12.91.png,1
can-17-0-00-01.64.png,0
can-14-0-00-02.83.png,0
can-18-0-00-11.79.png,0
Paper591.jpg,1
can-18-0-00-00.55.png,0
plastic-16-0-00-09.76.png,2
plastic_20 33 34231.PNG,2
plastic_20 33 297.PNG,2
paper236 (1).jpg,1
plastic-12-0-00-13.83.png,2
plastic-29-0-00-01.03.png,2
paper-29-0-00-14.95.png,1
can-15-0-00-07.76.png,0
plastic-10-0-00-11.87.png,2
can_22 42 5299.PNG,0
